gauge_id;graph_depth;n_upstream;total_upstream_area;in_degree;frac_upstream_area
06280300;2;2;712.74;2;0.8977
06289000;1;2;120.08;2;0.2548
06291500;1;2;120.08;2;0.5509
06311000;0;0;0.0;0;0.0
06332515;0;0;0.0;0;0.0
06339100;0;0;0.0;0;0.0
06339500;1;4;3874.52;4;1.2217
06344600;0;0;0.0;0;0.0
06350000;0;0;0.0;0;0.0
06352000;0;0;0.0;0;0.0
06353000;1;2;2942.88;2;0.6501
06354000;2;3;7469.39;3;0.7048
06360500;0;0;0.0;0;0.0
06404000;1;1;20.8;1;0.137
06406000;2;3;377.96;3;0.8662
06408700;0;0;0.0;0;0.0
06409000;1;1;20.8;1;0.1013
06431500;2;2;226.13;2;0.5295
06440200;2;2;172.63;1;0.2659
06441500;5;7;6401.37;2;0.7852
06447000;3;4;814.3;2;0.0634
06447500;3;4;814.3;1;0.9851
06450500;4;5;1640.91;1;0.3991
06452000;0;0;0.0;0;0.0
06453600;0;0;0.0;0;0.0
06464500;0;0;0.0;0;0.0
06468170;0;0;0.0;0;0.0
06468250;0;0;0.0;0;0.0
06470800;1;1;175.28;1;0.1636
06477500;0;0;0.0;0;0.0
06479215;0;0;0.0;0;0.0
06479438;1;1;175.28;1;0.1841
06601000;0;0;0.0;0;0.0
06614800;0;0;0.0;0;0.0
06622700;1;2;12.93;2;0.131
06623800;1;2;12.93;2;0.0689
06632400;1;2;12.93;2;0.0793
06746095;0;0;0.0;0;0.0
06784000;0;0;0.0;0;0.0
06803510;0;0;0.0;0;0.0
06803530;0;0;0.0;0;0.0
06814000;1;1;11.51;1;0.0161
06847900;0;0;0.0;0;0.0
06853800;0;0;0.0;0;0.0
06876700;1;1;589.43;1;0.5579
06878000;1;2;287.02;2;0.3697
06879650;0;0;0.0;0;0.0
06885500;1;1;11.51;1;0.0108
06888500;1;1;275.51;1;0.3271
06889200;1;1;11.51;1;0.0298
06889500;2;5;1410.34;5;1.884
06892000;2;6;2124.17;5;1.9439
06903400;0;0;0.0;0;0.0
06906800;1;2;1036.21;2;0.7324
06910800;1;2;287.02;2;0.6456
06911900;1;1;11.51;1;0.0393
06917000;2;6;1667.92;4;2.1781
06918460;0;0;0.0;0;0.0
06919500;1;3;1686.9;3;1.5774
06921070;0;0;0.0;0;0.0
06921200;0;0;0.0;0;0.0
06934000;1;2;1377.12;2;0.1666
07014500;1;1;1053.5;1;0.274
07056000;0;0;0.0;0;0.0
07057500;0;0;0.0;0;0.0
07060710;1;1;69.77;1;0.465
07066000;0;0;0.0;0;0.0
07067000;1;1;1053.5;1;0.2422
07068000;1;2;2509.94;2;0.4719
07071500;1;1;1053.5;1;0.5206
07083000;1;1;15.65;1;0.2576
07142300;0;0;0.0;0;0.0
07145700;0;0;0.0;0;0.0
07148400;0;0;0.0;0;0.0
07149000;0;0;0.0;0;0.0
07151500;0;0;0.0;0;0.0
07167500;0;0;0.0;0;0.0
07180500;0;0;0.0;0;0.0
07184000;1;2;357.85;2;0.7005
07195800;0;0;0.0;0;0.0
07196900;0;0;0.0;0;0.0
07197000;1;3;247.15;3;0.3057
07208500;1;2;140.03;2;0.8795
07226500;0;0;0.0;0;0.0
07261000;2;3;338.83;3;0.76
07263295;1;1;69.77;1;0.5862
07290650;1;1;479.3;1;0.2838
07291000;0;0;0.0;0;0.0
07292500;1;1;479.3;1;0.2312
07295000;0;0;0.0;0;0.0
07299670;0;0;0.0;0;0.0
07301410;0;0;0.0;0;0.0
07301500;0;0;0.0;0;0.0
07315200;1;1;276.04;1;0.5503
07315700;2;2;777.66;1;0.5224
07335700;0;0;0.0;0;0.0
07340300;1;1;102.57;1;0.4451
07346045;0;0;0.0;0;0.0
07359610;1;1;102.57;1;0.2997
07362100;2;2;444.8;1;0.4466
07362587;0;0;0.0;0;0.0
07373000;0;0;0.0;0;0.0
07375000;1;1;137.28;1;0.5506
07376000;0;0;0.0;0;0.0
08013000;2;4;1370.61;3;1.0595
08014500;2;4;1035.21;3;0.7932
08023080;0;0;0.0;0;0.0
08025500;0;0;0.0;0;0.0
08029500;1;1;187.61;1;0.5627
08050800;0;0;0.0;0;0.0
08066200;0;0;0.0;0;0.0
08066300;0;0;0.0;0;0.0
08070000;1;1;364.12;1;0.4329
08070200;2;3;885.13;2;0.8946
08079600;0;0;0.0;0;0.0
08082700;0;0;0.0;0;0.0
08086212;0;0;0.0;0;0.0
08086290;0;0;0.0;0;0.0
08101000;1;1;557.52;1;0.4736
08103900;0;0;0.0;0;0.0
08104900;1;1;86.0;1;0.251
08109700;2;5;1013.49;5;1.6611
08150800;0;0;0.0;0;0.0
08155200;1;1;86.0;1;0.3695
08158700;1;1;86.0;1;0.2685
08158810;0;0;0.0;0;0.0
08164000;3;6;2457.85;2;1.1572
08164300;2;4;670.87;3;0.7787
08164600;0;0;0.0;0;0.0
08165300;0;0;0.0;0;0.0
08171300;2;5;1763.37;5;1.6519
08175000;3;6;1623.62;4;1.1421
08176900;0;0;0.0;0;0.0
08178880;1;2;993.51;2;1.168
08189500;3;6;2457.85;2;1.3592
08190000;2;2;1464.28;2;0.7465
08190500;1;1;435.99;1;0.2423
08194200;0;0;0.0;0;0.0
08195000;1;1;435.99;1;0.424
08196000;0;0;0.0;0;0.0
08198500;1;2;576.09;2;0.9227
08200000;0;0;0.0;0;0.0
08202700;1;1;249.11;1;0.573
08267500;0;0;0.0;0;0.0
08269000;1;1;96.26;1;0.5896
08271000;0;0;0.0;0;0.0
08324000;2;6;1085.35;6;0.8985
08377900;0;0;0.0;0;0.0
08378500;1;2;235.29;2;0.5288
08380500;1;2;140.03;2;0.707
09034900;0;0;0.0;0;0.0
09035800;1;2;12.93;2;0.5636
09035900;2;7;145.28;7;1.9945
09047700;1;2;24.55;2;1.0416
09065500;1;2;24.55;2;0.6498
09066000;1;1;15.65;1;0.4829
09066200;1;2;12.93;2;0.8031
09066300;1;2;12.93;2;0.8331
09081600;3;10;294.98;8;0.6814
09107000;2;6;179.07;5;0.54
09210500;0;0;0.0;0;0.0
09223000;0;0;0.0;0;0.0
09306242;0;0;0.0;0;0.0
09312600;0;0;0.0;0;0.0
09352900;0;0;0.0;0;0.0
09378170;0;0;0.0;0;0.0
09378630;0;0;0.0;0;0.0
09386900;0;0;0.0;0;0.0
09404450;0;0;0.0;0;0.0
09430500;1;1;128.97;1;0.0268
09430600;0;0;0.0;0;0.0
09447800;1;2;319.49;2;0.4086
09480000;0;0;0.0;0;0.0
09484000;0;0;0.0;0;0.0
09484600;2;4;1314.83;2;1.1147
09492400;0;0;0.0;0;0.0
09494000;1;1;128.97;1;0.0792
09497800;1;3;780.31;3;1.0392
09497980;1;2;414.65;2;0.8023
09505200;0;0;0.0;0;0.0
09505350;0;0;0.0;0;0.0
09505800;0;0;0.0;0;0.0
09508300;0;0;0.0;0;0.0
09510200;2;2;281.71;2;0.6624
09512280;1;1;93.0;1;0.4928
09513780;1;1;93.0;1;0.524
10023000;0;0;0.0;0;0.0
10166430;1;1;11.07;1;0.1578
10172700;1;1;11.07;1;0.1583
10172800;0;0;0.0;0;0.0
10173450;0;0;0.0;0;0.0
10205030;0;0;0.0;0;0.0
10234500;0;0;0.0;0;0.0
10242000;0;0;0.0;0;0.0
10244950;0;0;0.0;0;0.0
10249300;0;0;0.0;0;0.0
10258000;0;0;0.0;0;0.0
10258500;1;2;103.15;2;0.4271
10259000;0;0;0.0;0;0.0
10259200;1;2;66.15;2;0.8361
10263500;0;0;0.0;0;0.0
10310500;2;3;44.28;3;1.1213
10316500;0;0;0.0;0;0.0
10329500;0;0;0.0;0;0.0
10336645;0;0;0.0;0;0.0
10336660;1;2;25.14;2;0.8436
10336740;0;0;0.0;0;0.0
10343500;0;0;0.0;0;0.0
10348850;1;1;5.54;1;0.2894
10396000;0;0;0.0;0;0.0
11098000;0;0;0.0;0;0.0
11124500;0;0;0.0;0;0.0
11141280;0;0;0.0;0;0.0
11143000;0;0;0.0;0;0.0
11148900;3;4;548.31;3;1.3591
11151300;3;4;548.31;3;0.9015
11162500;0;0;0.0;0;0.0
11176400;2;4;187.47;2;0.5537
11180500;1;1;15.06;1;0.6192
11180960;0;0;0.0;0;0.0
11224500;2;3;300.87;2;1.2159
11230500;0;0;0.0;0;0.0
11237500;0;0;0.0;0;0.0
11253310;1;1;59.82;1;0.4967
11264500;1;1;135.53;1;0.2896
11266500;2;2;603.51;2;0.7244
11274500;3;7;555.17;4;1.5965
11274630;2;6;367.73;3;1.9619
11284400;1;2;25.14;2;0.6026
11299600;1;2;25.14;2;0.6736
11381500;0;0;0.0;0;0.0
11383500;0;0;0.0;0;0.0
11451100;0;0;0.0;0;0.0
11468500;2;3;243.73;3;0.8911
11473900;1;2;782.38;2;0.4064
11475560;0;0;0.0;0;0.0
11476600;1;1;16.79;1;0.2337
11478500;1;1;242.6;1;0.4238
11480390;0;0;0.0;0;0.0
11481200;1;1;16.79;1;0.1593
11482500;1;3;666.96;3;0.9289
11522500;1;1;382.94;1;0.1971
11523200;0;0;0.0;0;0.0
11528700;1;3;1165.32;3;0.5885
11532500;2;5;1407.1;4;0.8917
12010000;1;1;8.06;1;0.0567
12013500;3;11;920.59;5;2.7261
12020000;3;10;714.75;6;2.4293
12025000;3;21;2121.13;18;5.2387
12025700;2;5;181.94;5;1.7613
12035000;4;30;5020.7;19;6.5212
12040500;4;8;1803.83;4;1.5639
12041200;3;7;1148.03;3;1.7506
12043000;3;5;502.14;2;1.4892
12048000;1;1;240.88;1;0.5948
12054000;2;3;183.49;3;1.0688
12056500;2;2;80.69;2;0.549
12073500;0;0;0.0;0;0.0
12082500;1;2;219.3;2;0.6266
12092000;0;0;0.0;0;0.0
12095000;2;3;183.49;3;0.8914
12114500;1;1;14.13;1;0.2123
12115000;1;1;14.13;1;0.1375
12115500;1;1;14.13;1;0.407
12117000;1;1;14.13;1;0.3151
12141300;1;3;515.73;3;1.2845
12143600;1;2;83.81;2;0.5079
12144000;2;3;186.61;3;0.8882
12145500;2;3;93.7;3;1.1864
12147500;2;4;160.26;4;1.5576
12147600;0;0;0.0;0;0.0
12167000;3;19;3318.17;16;4.8529
12175500;1;1;58.1;1;0.2122
12178100;0;0;0.0;0;0.0
12186000;1;4;573.83;4;1.4402
12189500;3;8;2481.7;6;1.3376
12358500;2;3;229.46;3;0.0781
12374250;2;3;69.57;3;1.3698
12375900;0;0;0.0;0;0.0
12377150;1;2;37.39;2;1.1619
12381400;1;1;17.67;1;0.1171
12383500;0;0;0.0;0;0.0
12388400;1;1;17.67;1;0.2904
12390700;2;5;281.36;5;0.5983
12411000;3;7;802.38;4;0.925
12414500;3;6;751.59;2;0.2806
12447390;0;0;0.0;0;0.0
12451000;2;2;331.92;2;0.3996
12488500;0;0;0.0;0;0.0
13011500;1;1;227.88;1;0.5639
13011900;2;2;712.74;2;0.8367
13018300;0;0;0.0;0;0.0
13023000;2;3;1045.89;3;0.9001
13083000;0;0;0.0;0;0.0
13161500;1;1;64.78;1;0.0657
13235000;1;1;561.94;1;0.4831
13240000;0;0;0.0;0;0.0
13310700;1;1;561.94;1;0.6587
13313000;0;0;0.0;0;0.0
13331500;0;0;0.0;0;0.0
13337000;2;3;1540.64;3;0.5046
13338500;2;4;2159.57;4;0.7134
13340000;3;5;5212.99;2;0.3653
13340600;2;5;281.36;5;0.0839
14020000;0;0;0.0;0;0.0
14092750;0;0;0.0;0;0.0
14096850;2;3;335.13;3;0.8946
14137000;2;2;294.56;2;0.4369
14138800;0;0;0.0;0;0.0
14138870;0;0;0.0;0;0.0
14138900;0;0;0.0;0;0.0
14139800;1;3;56.99;3;1.4002
14141500;1;3;56.99;3;0.9519
14154500;2;4;502.89;4;0.9197
14158500;1;1;57.48;1;0.2424
14158790;0;0;0.0;0;0.0
14166500;2;6;276.88;4;1.2223
14182500;2;6;289.79;6;1.0102
14185000;2;3;335.13;3;0.7314
14185900;1;2;98.05;2;0.3797
14187000;1;3;119.34;3;0.8856
14216500;2;4;388.66;3;1.112
14222500;3;14;795.3;9;2.4555
14236200;3;19;1801.27;18;4.9898
14301000;4;30;4568.92;13;2.6205
14303200;0;0;0.0;0;0.0
14305500;3;10;857.63;5;1.6295
14306340;1;1;8.06;1;0.5472
14306500;3;14;2267.46;9;2.6453
14308990;0;0;0.0;0;0.0
14309500;1;1;41.42;1;0.1842
14316700;2;4;502.89;3;0.8554
14325000;2;3;434.1;3;0.9798
14362250;0;0;0.0;0;0.0
14400000;3;4;877.17;4;1.2484
